,city_state_country
8713,"Blanding, UT, USA"
8714,"pleasant view, UT, USA"
8715,"STANSBURY PARK, UT, USA"
8716,"LAKE POINT, UT, USA"
8717,"River Heights, UT, USA"
8718,"Moroni, UT, USA"
8719,"north salt lake, UT, USA"
8720,"clearfield, UT, USA"
8721,"ERDA, UT, USA"
8722,"Kanab, UT, USA"
8723,"Marion, UT, USA"
8724,"ogden, UT, USA"
8725,"west jordan, UT, USA"
8726,"Newton, UT, USA"
8727,"GRANTSVILLE, UT, USA"
8728,"sandy, UT, USA"
8729,"Brigham city, UT, USA"
8730,"MOUNTAIN GREEN, UT, USA"
8731,"Kanab,, UT, USA"
8732,"kearns, UT, USA"
8733,"layton, UT, USA"
8734,"DUCHESNE, UT, USA"
8735,"VERNAL, UT, USA"
8736,"PLAIN CITY, UT, USA"
8737,"Liberty, UT, USA"
8738,"Trenton, UT, USA"
8739,"Paradise, UT, USA"
8740,"West jordan, UT, USA"
8741,"Lewiston, UT, USA"
8742,"Rockville, UT, USA"
8743,"SYRACUSE, UT, USA"
8744,"millcreek, UT, USA"
8745,"JOSEPH, UT, USA"
8746,"Oren, UT, USA"
8747,"midvale, UT, USA"
8748,"Brighton, UT, USA"
8749,"Orangeville, UT, USA"
8750,"Joseph, UT, USA"
8751,"Clarkston, UT, USA"
8752,"Oakley, UT, USA"
8753,"Sunset, UT, USA"
8754,"HERRIMAN, UT, USA"
8755,"Lake POINT, UT, USA"
8756,"Perry City, UT, USA"
8757,"NEW HARMONY, UT, USA"
8758,"KAMAS, UT, USA"
8759,"Heber, UT, USA"
8760,"LaVerkin, UT, USA"
8761,"Elwood, UT, USA"
8762,"St. george, UT, USA"
8763,"SOUTH OGDEN, UT, USA"
8764,"La Sal, UT, USA"
8765,"pleasant grove, UT, USA"
8766,"Garland, UT, USA"
8767,"West valley, UT, USA"
8768,"HUNTSVILLE, UT, USA"
8769,"cottonwood heights, UT, USA"
8770,"HOLLADAY, UT, USA"
8771,"Helper, UT, USA"
8772,"Honeyville, UT, USA"
8773,"Verbal, UT, USA"
8774,"Syracuse City, UT, USA"
8775,"Elk Ridge, UT, USA"
8776,"United States, UT, USA"
8777,"Avon, UT, USA"
8778,"South, UT, USA"
8779,"Ephraim, UT, USA"
8780,"Westjordan, UT, USA"
8781,"west point, UT, USA"
8782,"Deweyville, UT, USA"
8783,"GROVER, UT, USA"
8784,"CEDAR CITY, UT, USA"
8785,"Virgin, UT, USA"
8786,"Cache Junction, UT, USA"
8787,"roy, UT, USA"
8788,"HIGHLAND, UT, USA"
8789,"Eagle Moutain, UT, USA"
8790,"american fork, UT, USA"
8791,"orem, UT, USA"
8792,"West Valley CIty, UT, USA"
8793,"Woodland Hills, UT, USA"
8794,"Fielding, UT, USA"
8795,"Teasdale, UT, USA"
8796,"Hurricane UT, UT, USA"
8797,"Henefer, UT, USA"
8798,"SEVIER, UT, USA"
8799,"TREMONTON, UT, USA"
8800,"Panguitch, UT, USA"
8801,"Mt. Pleasant, UT, USA"
8802,"West haven, UT, USA"
8803,"Brigham, UT, USA"
8804,"south weber, UT, USA"
8805,"eagle mountain, UT, USA"
8806,"BLUFFDALE, UT, USA"
8807,"Riverdale, UT, USA"
8808,"Elsinore, UT, USA"
8809,"north ogden, UT, USA"
8810,"Amalga, UT, USA"
8811,"hooper, UT, USA"
8812,"EAGLE MOUNTAIN, UT, USA"
8813,"plain city, UT, USA"
8814,"MILLCREEK, UT, USA"
8815,"Beaver, UT, USA"
8816,"Apple Valley, UT, USA"
8817,"farr west, UT, USA"
8818,"Francis, UT, USA"
8819,"FARMINGTON, UT, USA"
8820,"bluffdale, UT, USA"
8821,"MIllcreek, UT, USA"
8822,"mountain green, UT, USA"
8823,"Castle Dale, UT, USA"
8824,"UT, UT, USA"
8825,"Duchesne, UT, USA"
8826,"MAPLETON, UT, USA"
8827,"magna, UT, USA"
8828,"HEBER CITY, UT, USA"
8829,"WILLARD, UT, USA"
8830,"Collinston, UT, USA"
8831,"Milford, UT, USA"
8832,"South Willard, UT, USA"
8833,"Venice, UT, USA"
8834,"MORGAN, UT, USA"
8835,"RICHFIELD, UT, USA"
8836,"Birdseye, UT, USA"
8837,"Cedar CIty, UT, USA"
8838,"South jordan, UT, USA"
8839,"santaquin, UT, USA"
8840,"Garden City, UT, USA"
8841,"farmington, UT, USA"
8842,"ALPINE, UT, USA"
8843,"oGDEN, UT, USA"
8844,"Farr West City, UT, USA"
8845,"Gunnison, UT, USA"
8846,"Central Valley, UT, USA"
8847,"MIdvale, UT, USA"
8848,"Wellington, UT, USA"
8849,"Ferron, UT, USA"
8850,"Eagle Mountain City, UT, USA"
8851,"BLUEBELL, UT, USA"
8852,"ESCALANTE, UT, USA"
8853,"heber city, UT, USA"
8854,"COALVILLE, UT, USA"
8855,"north salt lake city, UT, USA"
8856,"cedar city, UT, USA"
8857,"Mtn Green, UT, USA"
8858,"saratoga springs, UT, USA"
8859,"HOOPER, UT, USA"
8860,"Petersboro, UT, USA"
8861,"lindon, UT, USA"
8862,"Mantua, UT, USA"
8863,"IVINS, UT, USA"
8864,"south ogden, UT, USA"
8865,"0, UT, USA"
8866,"Levan, UT, USA"
8867,"Corinne, UT, USA"
8868,"Eagle Mountian, UT, USA"
8869,"Lake Shore, UT, USA"
8870,"Salem, UT, USA"
8871,"west haven, UT, USA"
8872,"Syrcuse, UT, USA"
8873,"Lake Point, UT, USA"
8874,"SANTAQUIN, UT, USA"
8875,"Maeser, UT, USA"
8876,"Taylorsvile, UT, USA"
8877,"Salt Lake CIty, UT, USA"
8878,"kaysville, UT, USA"
8879,"So. Ogden, UT, USA"
8880,"Taylor, UT, USA"
8881,"Fountain Green, UT, USA"
8882,"Salt Lake Cita, UT, USA"
8883,"WVC, UT, USA"
8884,"Sigurd, UT, USA"
8885,"DRAPER, UT, USA"
8886,"North Salt Lake City, UT, USA"
8887,"Bluff, UT, USA"
8888,"kamas, UT, USA"
8889,"COTTONWOOD HEIGHTS, UT, USA"
8890,"Salt Lake Cityu, UT, USA"
8891,"Gleenwood, UT, USA"
8892,"WASHINGTON, UT, USA"
8893,"Spring City, UT, USA"
8894,"Mt Pleasant, UT, USA"
8895,"Aurora, UT, USA"
8896,"Annabella, UT, USA"
8897,"WASHINGTON TERRACE, UT, USA"
8898,"South Salt Lake City, UT, USA"
8899,"MOAB, UT, USA"
8900,"CENTERVILLE, UT, USA"
8901,"TOOELE, UT, USA"
8902,"VINEYARD, UT, USA"
8903,"Wanship, UT, USA"
8904,"Salt Lake Cty, UT, USA"
8905,"Fruit Hieghts, UT, USA"
8906,"Hinckley, UT, USA"
8907,"moab, UT, USA"
8908,"garland, UT, USA"
8909,"RICHMOND, UT, USA"
8910,"West  VALLEY CITY, UT, USA"
8911,"LINDON, UT, USA"
8912,"Sterling, UT, USA"
8913,"NIBLEY, UT, USA"
8914,"Cedar city, UT, USA"
8915,"KAYSVILLE, UT, USA"
8916,"WEST VALLEY, UT, USA"
8917,"South Weber City, UT, USA"
8918,"Sockton, UT, USA"
8919,"Saratoga Spring, UT, USA"
8920,"WEST BOUNTIFUL, UT, USA"
8921,"Hoytsville, UT, USA"
8922,"Central, UT, USA"
8923,"South Salt Lake CIty, UT, USA"
8924,"SOUTH WEBER, UT, USA"
8925,"spanish fork, UT, USA"
8926,"ivins, UT, USA"
8927,"harrisville, UT, USA"
8928,"salt Lake City, UT, USA"
8929,"west Valley City, UT, USA"
8930,"Marriot-Slaterville, UT, USA"
8931,"Beaver Dam, UT, USA"
8932,"EDEN, UT, USA"
8933,"IVINS,, UT, USA"
8934,"Naples, UT, USA"
8935,"SALINA, UT, USA"
8936,"laverkin, UT, USA"
8937,"FARR WEST, UT, USA"
8938,"lehi, UT, USA"
8939,"City Tooele, UT, USA"
8940,"Plymouth, UT, USA"
8941,"Thatcher, UT, USA"
8942,"Scofield, UT, USA"
8943,"Cottonwood, UT, USA"
8944,"White City, UT, USA"
8945,"East Carbon, UT, USA"
8946,"Axtell, UT, USA"
8947,"ogden or west weber, UT, USA"
8948,"La verkin, UT, USA"
8949,"Stansbury, UT, USA"
8950,"Huntington, UT, USA"
8951,"Elmo, UT, USA"
8952,"No. Ogden, UT, USA"
8953,"Escalante, UT, USA"
8954,"Dammeron Vallley, UT, USA"
8955,"Plain CIty, UT, USA"
8956,"NEWTON, UT, USA"
8957,"Rocky Ridge, UT, USA"
8958,"South JORDAN, UT, USA"
8959,"LAPOINT, UT, USA"
8960,"delta, UT, USA"
8961,", Tooele, UT, USA"
8962,"new harmony, UT, USA"
8963,"Sale Lake City, UT, USA"
8964,"slc, UT, USA"
8965,"Abraham, UT, USA"
8966,"HURRICANE, UT, USA"
8967,"Salt Lake Citu, UT, USA"
8968,"Mayfield, UT, USA"
8969,"COTTONWOOD, UT, USA"
8970,"Cottonwood heights, UT, USA"
8971,"South Jordab, UT, USA"
8972,"Cornish, UT, USA"
8973,"Povo, UT, USA"
8974,"South Jordan UT, UT, USA"
8975,"Roosevelt, UT, USA"
8976,"JENSEN, UT, USA"
8977,"Bear River, UT, USA"
8978,"Altamont, UT, USA"
8979,"Ogden,, UT, USA"
8980,"payson, UT, USA"
8981,"MENDON, UT, USA"
8982,"st george, UT, USA"
8983,"Unitah, UT, USA"
8984,"Fruit Height, UT, USA"
8985,"Marriott-Slaterville, UT, USA"
8986,"Morori, UT, USA"
8987,"West Haven City, UT, USA"
8988,"Mapleton - Utah, UT, USA"
8989,"Bear River City, UT, USA"
8990,"Cedar Fort, UT, USA"
8991,"LaSal, UT, USA"
8992,"Scipio, UT, USA"
8993,"Granstville, UT, USA"
8994,"Eagle Mtn., UT, USA"
8995,"Bothwell, UT, USA"
8996,"Walshington, UT, USA"
8997,"Wendover, UT, USA"
8998,"Kanarraville, UT, USA"
8999,"park city, UT, USA"
9000,"Rocky Ridge Town, UT, USA"
9001,"LEEDS, UT, USA"
9002,"Park city, UT, USA"
9003,"PAYSON, UT, USA"
9004,"Hyde park, UT, USA"
9005,"So. Jordan UT, UT, USA"
9006,"South ordan, UT, USA"
9007,"Salt Lake Temple, UT, USA"
9008,"honeyville, UT, USA"
9009,"Portage, UT, USA"
9010,"Marriott Slaterville, UT, USA"
9011,"Heber Valley, UT, USA"
9012,"Syrause, UT, USA"
9013,"Salt Lake, UT, USA"
9014,"Randolph, UT, USA"
9015,"Laketown, UT, USA"
9016,"Marysvale, UT, USA"
9017,"EPHRAIM, UT, USA"
9018,"Marriott - Slaterville, UT, USA"
9019,"S. Jordan, UT, USA"
9020,"West Have, UT, USA"
9021,"provo, UT, USA"
9022,"Minersville, UT, USA"
9023,"Cleveland, UT, USA"
9024,"HARRISVILLE, UT, USA"
9025,"Syrcause, UT, USA"
9026,"SAINT GEORGE, UT, USA"
9027,"Grover, UT, USA"
9028,"HYDE PARK, UT, USA"
9029,"murray, UT, USA"
9030,"COTTONWD HTS, UT, USA"
9031,"vernal, UT, USA"
9032,"Santaquin City, UT, USA"
9033,"Park CIty, UT, USA"
9034,"Benjamin, UT, USA"
9035,"Vermon, UT, USA"
9036,"salt lake, UT, USA"
9037,"Woodland, UT, USA"
9038,"Orderville, UT, USA"
9039,"Croydon, UT, USA"
9040,"Skull Valley, UT, USA"
9041,"Monticello, UT, USA"
9042,"WELLSVILLE, UT, USA"
9043,"brigham city, UT, USA"
9044,"BRIGHAM CITY, UT, USA"
9045,"tooele, UT, USA"
9046,"MANTUA, UT, USA"
9047,"sunset, UT, USA"
9048,"Beryl, UT, USA"
9049,"Emigration Canyon, UT, USA"
9050,"Kolob, UT, USA"
9051,"Farr west, UT, USA"
9052,"SARATOGA SPGS, UT, USA"
9053,"RIverton, UT, USA"
9054,"Goshen, UT, USA"
9055,"Huntville, UT, USA"
9056,"SPRINGDALE, UT, USA"
9057,"DELTA, UT, USA"
9058,"Boulder, UT, USA"
9059,"BOULDER, UT, USA"
9060,"Fairview, UT, USA"
9061,"Layotn, UT, USA"
9062,"South weber, UT, USA"
9063,"eagle mnt, UT, USA"
9064,"Sandy , UT, USA"
9065,"Mtn. Green, UT, USA"
9066,"bennett, UT, USA"
9067,"Hildale, UT, USA"
9068,"DUTCH JOHN, UT, USA"
9069,"wvc, UT, USA"
9070,"Marriott Slaterville City, UT, USA"
9071,"Green River, UT, USA"
9072,"North SALT LAKE, UT, USA"
9073,"W Jordan, UT, USA"
9074,"Leamington, UT, USA"
9075,"meadow, UT, USA"
9076,"2223 E Bengal Blvd, UT, USA"
9077,"tremonton, UT, USA"
9078,"Bullfrog, UT, USA"
9079,"Torrey, UT, USA"
9080,"West Highland, UT, USA"
9081,"CEDAR HILLS, UT, USA"
9082,"Salt Lake City - Salt Lake, UT, USA"
9083,"mapleton, UT, USA"
9084,"Oak City, UT, USA"
9085,"Salt lake city, UT, USA"
9086,"Cottonwood Height, UT, USA"
9087,"Toole, UT, USA"
9088,"LAVERKIN, UT, USA"
9089,"North  Clinton, UT, USA"
9090,"Charleston, UT, USA"
9091,"vineyard, UT, USA"
9092,"stockton, UT, USA"
9093,"wellsville, UT, USA"
9094,"Ottawa, UT, USA"
9095,"West  Point, UT, USA"
9096,"Brigam City, UT, USA"
9097,"Holaday, UT, USA"
9098,"S Ogden, UT, USA"
9099,"St. Georage, UT, USA"
9100,"Woods cross, UT, USA"
9101,"NAPA, CA, USA"
9102,"DALY CITY, CA, USA"
9103,"DIXON, CA, USA"
9104,"BERKELEY, CA, USA"
9105,"CORCORAN, CA, USA"
9106,"SONORA, CA, USA"
9107,"PLEASANTON, CA, USA"
9108,"SALINAS, CA, USA"
9109,"SEBASTOPOL, CA, USA"
9110,"SAN JOSE, CA, USA"
9111,"PORTOLA VALLEY, CA, USA"
9112,"BAKERSFIELD, CA, USA"
9113,"STOCKTON, CA, USA"
9114,"FRESNO, CA, USA"
9115,"SHINGLE SPRINGS, CA, USA"
9116,"LAFAYETTE, CA, USA"
9117,"MADERA, CA, USA"
9118,"GUSTINE, CA, USA"
9119,"SAN RAMON, CA, USA"
9120,"MANTECA, CA, USA"
9121,"GRASS VALLEY, CA, USA"
9122,"LINDEN, CA, USA"
9123,"LIVINGSTON, CA, USA"
9124,"DISCOVERY BAY, CA, USA"
9125,"RIPON, CA, USA"
9126,"ROCKLIN, CA, USA"
9127,"MURPHYS, CA, USA"
9128,"BURLINGAME, CA, USA"
9129,"DIAMOND SPRINGS, CA, USA"
9130,"SHASTA, CA, USA"
9131,"CHICO, CA, USA"
9132,"HILLSBOROUGH, CA, USA"
9133,"CLOVIS, CA, USA"
9134,"KENSINGTON, CA, USA"
9135,"EL DORADO HILLS, CA, USA"
9136,"MILPITAS, CA, USA"
9137,"GALT, CA, USA"
9138,"ARROYO GRANDE, CA, USA"
9139,"MARYSVILLE, CA, USA"
9140,"SHAFTER, CA, USA"
9141,"MORGAN HILL, CA, USA"
9142,"LINCOLN, CA, USA"
9143,"LEMOORE, CA, USA"
9144,"CASTRO VALLEY, CA, USA"
9145,"MOKELUMNE HILL, CA, USA"
9146,"TRACY, CA, USA"
9147,"PILOT HILL, CA, USA"
9148,"VALLEJO, CA, USA"
9149,"FOSTER CITY, CA, USA"
9150,"ANTIOCH, CA, USA"
9151,"HAYWARD, CA, USA"
9152,"OROVILLE, CA, USA"
9153,"CONCORD, CA, USA"
9154,"Atwater, CA, USA"
9155,"NEWCASTLE, CA, USA"
9156,"SUISUN CITY, CA, USA"
9157,"PITTSBURG, CA, USA"
9158,"FAIRFIELD, CA, USA"
9159,"MOUNTAIN VIEW, CA, USA"
9160,"SOUTH SAN FRANCISCO, CA, USA"
9161,"REDWOOD CITY, CA, USA"
9162,"FORT BRAGG, CA, USA"
9163,"VACAVILLE, CA, USA"
9164,"MILL VALLEY, CA, USA"
9165,"LOMPOC, CA, USA"
9166,"FREMONT, CA, USA"
9167,"COALINGA, CA, USA"
9168,"DANVILLE, CA, USA"
9169,"SANTA MARIA, CA, USA"
9170,"DURHAM, CA, USA"
9171,"AUBURN, CA, USA"
9172,"MERCED, CA, USA"
9173,"ROHNERT PARK, CA, USA"
9174,"SANTA CRUZ, CA, USA"
9175,"SELMA, CA, USA"
9176,"NIPOMO, CA, USA"
9177,"HERCULES, CA, USA"
9178,"ATASCADERO, CA, USA"
9179,"ORCUTT, CA, USA"
9180,"SAN FRANCISCO, CA, USA"
9181,"EUREKA, CA, USA"
9182,"PASO ROBLES, CA, USA"
9183,"IONE, CA, USA"
9184,"PLUMAS LAKE, CA, USA"
9185,"HALF MOON BAY, CA, USA"
9186,"SANTA ROSA, CA, USA"
9187,"LOS ALTOS, CA, USA"
9188,"SANTA YNEZ, CA, USA"
9189,"PIEDMONT, CA, USA"
9190,"WOODLAND, CA, USA"
9191,"OAKLAND, CA, USA"
9192,"PENRYN, CA, USA"
9193,"LIVERMORE, CA, USA"
9194,"OAKLEY, CA, USA"
9195,"DUBLIN, CA, USA"
9196,"PETALUMA, CA, USA"
9197,"CAMERON PARK, CA, USA"
9198,"WEST SACRAMENTO, CA, USA"
9199,"BELMONT, CA, USA"
9200,"BENICIA, CA, USA"
9201,"CAMPBELL, CA, USA"
9202,"SANGER, CA, USA"
9203,"SAN MATEO, CA, USA"
9204,"ANGELS CAMP, CA, USA"
9205,"PLEASANT HILL, CA, USA"
9206,"PLACERVILLE, CA, USA"
9207,"GLEN ELLEN, CA, USA"
9208,"HURON, CA, USA"
9209,"Bakersfield, CA, USA"
9210,"SAN DIMAS, CA, USA"
9211,"LAKE ELSINORE, CA, USA"
9212,"CHINO, CA, USA"
9213,"COSTA MESA, CA, USA"
9214,"NEWHALL, CA, USA"
9215,"VICTORVILLE, CA, USA"
9216,"CALABASAS, CA, USA"
9217,"HEMET, CA, USA"
9218,"FONTANA, CA, USA"
9219,"RIVERSIDE, CA, USA"
9220,"PORTERVILLE, CA, USA"
9221,"APPLE VALLEY, CA, USA"
9222,"LONG BEACH, CA, USA"
9223,"HANFORD, CA, USA"
9224,"RANCHO PALOS VERDES, CA, USA"
9225,"MENIFEE, CA, USA"
9226,"IRVINE, CA, USA"
9227,"WINCHESTER, CA, USA"
9228,"SOUTH EL MONTE, CA, USA"
9229,"MORENO VALLEY, CA, USA"
9230,"PALM DESERT, CA, USA"
9231,"MURRIETA, CA, USA"
9232,"SAN MARINO, CA, USA"
9233,"BODFISH, CA, USA"
9234,"ONTARIO, CA, USA"
9235,"YUCAIPA, CA, USA"
9236,"PALMDALE, CA, USA"
9237,"EASTVALE, CA, USA"
9238,"HUNTINGTON BEACH, CA, USA"
9239,"PERRIS, CA, USA"
9240,"SAN JACINTO, CA, USA"
9241,"DOWNEY, CA, USA"
9242,"WHITTIER, CA, USA"
9243,"VENTURA, CA, USA"
9244,"RIALTO, CA, USA"
9245,"FILLMORE, CA, USA"
9246,"BARSTOW, CA, USA"
9247,"RIDGECREST, CA, USA"
9248,"LITTLEROCK, CA, USA"
9249,"UPLAND, CA, USA"
9250,"FOUNTAIN VALLEY, CA, USA"
9251,"LA PALMA, CA, USA"
9252,"THOUSAND OAKS, CA, USA"
9253,"LAGUNA HILLS, CA, USA"
9254,"DIAMOND BAR, CA, USA"
9255,"ROWLAND HEIGHTS, CA, USA"
9256,"HESPERIA, CA, USA"
9257,"HACIENDA HEIGHTS, CA, USA"
9258,"SAUGUS, CA, USA"
9259,"VISALIA, CA, USA"
9260,"LAGUNA BEACH, CA, USA"
9261,"INDIAN WELLS, CA, USA"
9262,"LANCASTER, CA, USA"
9263,"PHELAN, CA, USA"
9264,"QUARTZ HILL, CA, USA"
9265,"CERRITOS, CA, USA"
9266,"DELANO, CA, USA"
9267,"DESERT HOT SPRINGS, CA, USA"
9268,"TULARE, CA, USA"
9269,"MISSION VIEJO, CA, USA"
9270,"CORONA, CA, USA"
9271,"WEST COVINA, CA, USA"
9272,"ORANGE, CA, USA"
9273,"LAKEWOOD, CA, USA"
9274,"PLACENTIA, CA, USA"
9275,"CANYON LAKE, CA, USA"
9276,"PALOS VERDES ESTATES, CA, USA"
9277,"TWENTYNINE PALMS, CA, USA"
9278,"BALDWIN PARK, CA, USA"
9279,"TEMECULA, CA, USA"
9280,"HIGHLAND, CA, USA"
9281,"ARCADIA, CA, USA"
9282,"BEAUMONT, CA, USA"
9283,"WALNUT, CA, USA"
9284,"YORBA LINDA, CA, USA"
9285,"TEHACHAPI, CA, USA"
9286,"PALM SPRINGS, CA, USA"
9287,"REDLANDS, CA, USA"
9288,"SIMI VALLEY, CA, USA"
9289,"TUSTIN, CA, USA"
9290,"YUCCA VALLEY, CA, USA"
9291,"SANTA CLARITA, CA, USA"
9292,"ALISO VIEJO, CA, USA"
9293,"COVINA, CA, USA"
9294,"LAKE FOREST, CA, USA"
9295,"Corona, CA, USA"
9296,"NEWBURY PARK, CA, USA"
9297,"LA CANADA, CA, USA"
9298,"JURUPA VALLEY, CA, USA"
9299,"LA VERNE, CA, USA"
9300,"EXETER, CA, USA"
9301,"RANCHO MIRAGE, CA, USA"
9302,"LA HABRA, CA, USA"
9303,"SAN DIEGO, CA, USA"
9304,"EL CAJON, CA, USA"
9305,"SPRING VALLEY, CA, USA"
9306,"OCEANSIDE, CA, USA"
9307,"VISTA, CA, USA"
9308,"RAMONA, CA, USA"
9309,"FALLBROOK, CA, USA"
9310,"LAGUNA NIGUEL, CA, USA"
9311,"LAKESIDE, CA, USA"
9312,"ESCONDIDO, CA, USA"
9313,"ALPINE, CA, USA"
9314,"SANTEE, CA, USA"
9315,"CHULA VISTA, CA, USA"
9316,"BORREGO SPRINGS, CA, USA"
9317,"POWAY, CA, USA"
9318,"SAN MARCOS, CA, USA"
9319,"RANCHO LA COSTA, CA, USA"
9320,"RANCHO SANTA FE, CA, USA"
9321,"RCH MSN VIEJO, CA, USA"
9322,"CARLSBAD, CA, USA"
9323,"SAN CLEMENTE, CA, USA"
9324,"JAMUL, CA, USA"
9325,"VALLEY CENTER, CA, USA"
9326,"BONITA, CA, USA"
9327,"LA JOLLA, CA, USA"
9328,"LA MESA, CA, USA"
9329,"ENCINITAS, CA, USA"
9330,"NATIONAL CITY, CA, USA"
9331,"CAPISTRANO BCH, CA, USA"
9332,"DEL MAR, CA, USA"
9333,"SOUTH LAGUNA, CA, USA"
9334,"LAS FLORES, CA, USA"
9335,"SAN JUAN CAPO, CA, USA"
9336,"CAMPO, CA, USA"
9337,"Stockton, CA, USA"
9338,"DAVIS, CA, USA"
9339,"LOS BANOS, CA, USA"
9340,"YUBA CITY, CA, USA"
9341,"GROVELAND, CA, USA"
9342,"ESCALON, CA, USA"
9343,"LARKSPUR, CA, USA"
9344,"KNIGHTSEN, CA, USA"
9345,"ORLAND, CA, USA"
9346,"TAYLORSVILLE, CA, USA"
9347,"EL CERRITO, CA, USA"
9348,"REEDLEY, CA, USA"
9349,"MORRO BAY, CA, USA"
9350,"MILLVILLE, CA, USA"
9351,"MEADOW VISTA, CA, USA"
9352,"RIO VISTA, CA, USA"
9353,"BRENTWOOD, CA, USA"
9354,"LOS GATOS, CA, USA"
9355,"DINUBA, CA, USA"
9356,"CAMBRIA, CA, USA"
9357,"APTOS, CA, USA"
9358,"UKIAH, CA, USA"
9359,"REDDING, CA, USA"
9360,"ATWATER, CA, USA"
9361,"SAN ANSELMO, CA, USA"
9362,"SARATOGA, CA, USA"
9363,"WINTERS, CA, USA"
9364,"CLOVERDALE, CA, USA"
9365,"RED BLUFF, CA, USA"
9366,"CORNING, CA, USA"
9367,"WALNUT CREEK, CA, USA"
9368,"CLAYTON, CA, USA"
9369,"CATHEYS VALLEY, CA, USA"
9370,"NEWARK, CA, USA"
9371,"ORINDA, CA, USA"
9372,"PACIFICA, CA, USA"
9373,"SAN LEANDRO, CA, USA"
9374,"SANTA MARGARITA, CA, USA"
9375,"WINDSOR, CA, USA"
9376,"SAN RAFAEL, CA, USA"
9377,"SAN CARLOS, CA, USA"
9378,"SUNNYVALE, CA, USA"
9379,"KERMAN, CA, USA"
9380,"SOQUEL, CA, USA"
9381,"AVENAL, CA, USA"
9382,"SOLVANG, CA, USA"
9383,"COMPTON, CA, USA"
9384,"CHINO HILLS, CA, USA"
9385,"POMONA, CA, USA"
9386,"JOSHUA TREE, CA, USA"
9387,"PINON HILLS, CA, USA"
9388,"PASADENA, CA, USA"
9389,"CARSON, CA, USA"
9390,"AVALON, CA, USA"
9391,"SUN CITY, CA, USA"
9392,"FARMERSVILLE, CA, USA"
9393,"MIRA LOMA, CA, USA"
9394,"RANCHO CUCAMONGA, CA, USA"
9395,"WESTMINSTER, CA, USA"
9396,"CATHEDRAL CITY, CA, USA"
9397,"OJAI, CA, USA"
9398,"ALTADENA, CA, USA"
9399,"BREA, CA, USA"
9400,"SANTA ROSA VALLEY, CA, USA"
9401,"GLENDORA, CA, USA"
9402,"SANTA BARBARA, CA, USA"
9403,"WILDOMAR, CA, USA"
9404,"STEVENSON RANCH, CA, USA"
9405,"STANTON, CA, USA"
9406,"RANCHO SANTA MARGARITA, CA, USA"
9407,"CHERRY VALLEY, CA, USA"
9408,"FOOTHILL RANCH, CA, USA"
9409,"ALTA LOMA, CA, USA"
9410,"WESTLAKE VILLAGE, CA, USA"
9411,"SEAL BEACH, CA, USA"
9412,"OAK PARK, CA, USA"
9413,"GOSHEN, CA, USA"
9414,"VALENCIA, CA, USA"
9415,"MONROVIA, CA, USA"
9416,"TRABUCO CANYON, CA, USA"
9417,"LA MIRADA, CA, USA"
9418,"MONTCLAIR, CA, USA"
9419,"FULLERTON, CA, USA"
9420,"PAUMA VALLEY, CA, USA"
9421,"LADERA RANCH, CA, USA"
9422,"CORONADO, CA, USA"
9423,"LIVE OAK, CA, USA"
9424,"San Ramon, CA, USA"
9425,"LATHROP, CA, USA"
9426,"MILLBRAE, CA, USA"
9427,"TEHAMA, CA, USA"
9428,"COOL, CA, USA"
9429,"CUPERTINO, CA, USA"
9430,"WITTER SPRINGS, CA, USA"
9431,"GRANITE BAY, CA, USA"
9432,"MARTINEZ, CA, USA"
9433,"VALLEY SPRINGS, CA, USA"
9434,"RICHMOND, CA, USA"
9435,"LOOMIS, CA, USA"
9436,"GILROY, CA, USA"
9437,"LATON, CA, USA"
9438,"LA GRANGE, CA, USA"
9439,"UPPER LAKE, CA, USA"
9440,"SUTTER, CA, USA"
9441,"CHOWCHILLA, CA, USA"
9442,"RIVERBANK, CA, USA"
9443,"FRIANT, CA, USA"
9444,"BOULDER CREEK, CA, USA"
9445,"ALAMO, CA, USA"
9446,"NEVADA CITY, CA, USA"
9447,"SHERIDAN, CA, USA"
9448,"GERBER, CA, USA"
9449,"BROWNS VALLEY, CA, USA"
9450,"MENLO PARK, CA, USA"
9451,"LINDA, CA, USA"
9452,"TOPANGA, CA, USA"
9453,"HUNTINGTON PARK, CA, USA"
9454,"CAMARILLO, CA, USA"
9455,"ARMONA, CA, USA"
9456,"SAN BERNARDINO, CA, USA"
9457,"GARDEN GROVE, CA, USA"
9458,"MOORPARK, CA, USA"
9459,"BUENA PARK, CA, USA"
9460,"SANTA PAULA, CA, USA"
9461,"CLAREMONT, CA, USA"
9462,"DUARTE, CA, USA"
9463,"ETIWANDA, CA, USA"
9464,"FRAZIER PARK, CA, USA"
9465,"CALIFORNIA CITY, CA, USA"
9466,"Fallbrook, CA, USA"
9467,"JULIAN, CA, USA"
9468,"COTO DE CAZA, CA, USA"
9469,"DANA POINT, CA, USA"
9470,"CARDIFF, CA, USA"
9471,"RODEO, CA, USA"
9472,"LOS OSOS, CA, USA"
9473,"AMERICAN CANYON, CA, USA"
9474,"OAKDALE, CA, USA"
9475,"BYRON, CA, USA"
9476,"LAKEHEAD, CA, USA"
9477,"MAGALIA, CA, USA"
9478,"FORTUNA, CA, USA"
9479,"FOREST RANCH, CA, USA"
9480,"QUINCY, CA, USA"
9481,"ROUGH AND READY, CA, USA"
